bars_confidence,bars_start,beats_confidence,beats_start,duration,end_of_fade_in,key,key_confidence,loudness,mode,mode_confidence,start_of_fade_out,tatums_confidence,tatums_start,tempo,time_signature,time_signature_confidence,genre,genre_encoded
0.077,0.71576,0.571,0.71576,264.09751,0.0,8.0,0.642,-4.762,1,0.551,257.144,0.0,0.39399,74.697,3.0,0.849,hip hop,8
0.335,0.71728,0.331,0.71728,188.39465,0.392,6.0,0.405,-18.397,1,0.395,184.448,0.065,0.35924,85.282,3.0,0.941,electronic,4
0.259,2.49623,0.79,1.97134,234.762,2.368,6.0,0.452,-12.998,1,0.266,225.495,0.582,1.70991,115.487,4.0,0.621,gospel,7
0.009,0.38902,0.642,0.38902,225.74975,0.0,8.0,0.004,-15.893,1,0.181,205.967,0.982,0.38902,110.598,4.0,0.912,pop,13
0.033,0.27882,0.336,0.27882,242.05016,0.0,0.0,0.588,-5.694,1,0.488,233.953,0.364,0.06049,143.038,4.0,0.0,rock,17
0.12,0.24171,0.815,0.24171,176.66567,0.084,5.0,0.512,-13.414,1,0.293,165.727,0.455,0.24171,124.893,4.0,0.3,jazz,9
0.015,1.18334,1.0,0.22383,188.39465,0.206,1.0,0.139,-11.398,0,0.541,183.182,1.0,0.22383,125.181,4.0,0.247,electronic,4
0.016,1.04773,0.379,0.39241,216.842,0.0,10.0,0.325,-4.264,1,0.286,213.02,0.767,0.06784,92.897,4.0,0.879,rock,17
0.038,0.14328,1.0,0.14328,248.81587,0.102,4.0,0.06,-3.961,0,0.364,248.816,0.831,0.14328,150.163,4.0,0.0,metal,11
0.099,0.46704,0.0,0.46704,229.51138,0.0,0.0,0.757,-10.685,1,0.703,217.525,0.391,0.46704,156.414,4.0,0.91,pop,13
0.065,0.30172,1.0,0.30172,123.29751,0.206,8.0,0.003,-11.124,0,0.219,115.037,1.0,0.30172,162.855,4.0,0.477,blues,0
0.365,0.57127,0.423,0.22323,214.96118,0.0,9.0,0.624,-10.736,1,0.44,203.198,0.0,0.22323,170.897,4.0,0.466,country,3
0.304,2.11062,0.826,0.06344,264.88118,0.235,9.0,0.565,-5.225,0,0.519,255.286,0.612,0.06344,87.643,5.0,0.355,metal,11
0.005,0.11353,0.959,0.11353,342.69995,0.084,4.0,0.281,-6.635,1,0.348,334.565,1.0,0.11353,127.932,3.0,0.454,pop,13
0.054,0.77127,0.874,0.18214,211.59138,0.142,5.0,0.246,-7.239,1,0.371,190.769,1.0,0.18214,100.783,4.0,1.0,hip hop,8
0.519,0.73827,0.706,0.24849,500.29669,0.235,0.0,0.185,-5.021,1,0.489,492.06,1.0,0.24849,120.284,4.0,0.652,rock,17
0.111,1.05033,0.494,0.25503,271.882,0.0,1.0,0.355,-5.981,1,0.29,271.882,0.463,0.05666,154.753,4.0,0.161,hip hop,8
0.08,1.31008,0.0,0.22523,212.37506,0.868,4.0,0.372,-5.931,0,0.207,209.438,0.895,0.08957,110.745,4.0,1.0,metal,11
0.127,0.05934,0.127,0.05934,153.49506,0.0,7.0,0.286,-16.016,1,0.308,150.134,0.367,0.05934,118.06,1.0,0.407,other,12
0.266,0.06887,0.266,0.06887,379.66322,7.732,1.0,0.585,-20.269,1,0.442,357.506,0.153,0.06887,106.683,1.0,0.599,electronic,4
0.048,0.52978,0.0,0.52978,325.04118,0.362,9.0,0.549,-12.269,0,0.402,300.437,0.588,0.12817,110.651,4.0,0.273,rock,17
0.177,0.18667,0.557,0.18667,294.00771,4.476,2.0,0.698,-4.557,1,0.602,288.961,0.323,0.18667,134.282,4.0,0.0,hip hop,8
0.015,1.61821,0.633,0.59883,175.15057,0.0,8.0,0.494,-13.526,1,0.453,171.386,0.508,0.25148,116.195,4.0,0.293,pop,13
0.016,1.59521,1.0,0.6532,187.16689,0.607,5.0,0.527,-6.223,0,0.374,177.789,0.798,0.6532,127.856,4.0,0.001,country,3
0.063,1.39147,0.699,0.41197,243.90485,0.38,7.0,0.516,-9.433,0,0.693,227.927,0.413,0.0852,122.623,3.0,0.687,jazz,9
0.012,2.74716,0.271,0.70102,145.08363,0.0,0.0,0.009,-10.499,0,0.467,130.194,0.144,0.32347,77.581,4.0,0.144,punk,14
0.012,0.72762,1.0,0.36468,107.7024,0.305,9.0,0.0,-19.157,0,0.0,98.186,0.297,0.17448,163.385,4.0,0.0,world,19
0.833,0.83479,0.833,0.83479,185.44281,0.688,2.0,0.555,-12.723,1,0.593,174.399,0.0,0.62933,142.23,1.0,0.0,gospel,7
0.067,2.22572,0.094,0.45677,189.88363,0.163,3.0,0.09,-20.067,1,0.542,184.599,0.094,0.45677,102.745,5.0,0.778,folk,6
0.78,0.84016,0.782,0.18536,206.00118,0.379,5.0,0.407,-13.03,1,0.546,198.397,0.0,0.18536,94.552,4.0,0.636,blues,0
0.108,0.11951,0.538,0.11951,176.90077,0.456,2.0,0.345,-18.724,1,0.424,171.915,0.593,0.11951,97.619,3.0,0.53,electronic,4
0.076,0.50042,0.541,0.05247,270.78485,0.223,0.0,1.0,-12.664,1,0.96,270.785,0.605,0.05247,131.011,4.0,0.372,pop,13
0.023,1.05262,0.937,0.10579,173.322,0.206,1.0,0.385,-7.933,0,0.485,163.985,0.88,0.10579,127.373,4.0,0.0,rock,17
0.464,0.90645,0.0,0.42178,123.66322,2.09,2.0,0.026,-19.586,1,0.423,118.451,0.214,0.26075,127.719,4.0,0.0,metal,11
0.003,1.48241,1.0,0.16397,217.20771,0.305,5.0,0.755,-11.016,1,0.665,200.173,0.915,0.16397,90.954,4.0,0.464,pop,13
0.252,1.35522,0.849,0.37372,240.27383,0.334,9.0,0.366,-7.397,1,0.522,233.68,0.884,0.12947,121.967,4.0,0.919,folk,6
0.654,0.05102,0.654,0.05102,335.22893,0.0,8.0,0.464,-6.39,1,0.348,331.674,0.194,0.05102,138.367,1.0,0.0,latin,10
0.013,1.95894,0.946,0.60526,177.78893,0.462,9.0,0.105,-11.87,1,0.569,172.153,0.661,0.26885,89.803,4.0,1.0,country,3
0.559,6.65575,0.0,6.65575,658.02404,14.582,5.0,0.136,-17.16,0,0.261,638.618,0.04,6.65575,116.819,3.0,0.686,electronic,4
0.068,0.40082,0.994,0.40082,124.76036,0.126,7.0,0.003,-17.913,1,0.144,117.708,0.418,0.21402,161.533,4.0,0.652,country,3
0.188,0.4378,0.188,0.4378,425.03791,0.0,5.0,0.101,-10.943,1,0.525,409.681,0.296,0.15862,108.662,1.0,0.0,rock,17
0.0,0.51353,0.013,0.10314,264.01914,6.339,5.0,0.624,-8.414,1,0.589,250.538,0.013,0.10314,146.284,4.0,1.0,pop,13
0.071,0.40625,0.0,0.40625,251.66322,3.373,1.0,0.265,-11.881,1,0.434,243.873,0.18,0.20974,152.448,4.0,0.0,r&b/soul,15
0.958,0.23621,0.958,0.23621,231.10485,0.162,2.0,1.0,-14.039,1,0.928,218.035,1.0,0.23621,112.717,1.0,0.0,rock,17
0.821,0.31392,0.821,0.31392,204.95628,0.194,2.0,0.627,-13.291,1,0.713,197.706,0.484,0.16614,229.749,1.0,0.0,folk,6
0.047,0.2047,1.0,0.2047,240.97914,0.374,3.0,0.751,-8.505,1,0.66,230.208,0.378,0.2047,143.908,4.0,0.863,rock,17
0.595,1.63562,1.0,0.10427,162.61179,0.177,0.0,0.0,-19.345,0,0.0,162.612,0.095,0.10427,39.899,4.0,0.0,folk,6
0.102,0.11085,0.773,0.11085,103.75791,0.125,2.0,0.336,-10.352,1,0.537,95.869,0.0,0.11085,114.61,4.0,0.716,punk,14
0.038,1.15182,0.0,0.44697,230.42567,0.212,4.0,0.189,-5.981,0,0.366,224.177,0.169,0.0954,86.82,4.0,0.854,rock,17
0.654,0.98795,0.0,0.4708,251.81995,6.769,5.0,0.09,-9.711,1,0.463,242.242,0.0,0.21223,104.819,4.0,1.0,metal,11
0.051,0.97429,0.635,0.21581,175.01995,0.165,11.0,1.0,-11.727,1,0.761,167.706,0.516,0.21581,158.763,3.0,0.634,gospel,7
0.09,0.08675,0.069,0.08675,266.65751,0.0,5.0,0.408,-7.255,1,0.435,262.589,0.533,0.08675,160.059,4.0,0.537,metal,11
0.391,0.48297,0.711,0.48297,221.98812,0.067,5.0,0.354,-9.0,0,0.488,217.565,0.0,0.23564,128.067,4.0,0.005,electronic,4
0.849,0.41839,0.849,0.41839,191.42485,0.292,0.0,0.7,-18.283,1,0.626,184.715,0.422,0.41839,113.01,1.0,0.0,other,12
0.541,1.01654,0.0,0.11151,476.9171,0.972,7.0,0.0,-6.826,1,0.333,472.886,0.549,0.11151,132.337,3.0,0.462,rock,17
0.119,1.07186,0.83,0.37781,226.21995,0.0,5.0,0.597,-12.893,1,0.634,216.874,0.751,0.03289,86.994,4.0,0.632,rock,17
0.246,0.77311,0.279,0.34697,177.47546,0.493,3.0,0.323,-16.017,0,0.375,165.901,0.343,0.13389,141.743,3.0,0.373,jazz,9
0.976,0.49507,0.976,0.49507,186.69669,0.432,7.0,0.31,-5.872,1,0.2,181.203,0.543,0.49507,133.227,1.0,0.132,rock,17
0.026,0.10186,0.927,0.10186,190.27546,0.282,9.0,0.567,-11.036,1,0.633,180.013,0.653,0.10186,137.528,4.0,0.0,country,3
0.833,0.09371,0.833,0.09371,229.32853,0.148,0.0,0.675,-14.048,1,0.472,218.43,0.026,0.09371,109.542,1.0,0.015,latin,10
0.023,0.73117,0.804,0.12177,237.50485,0.084,2.0,0.77,-3.909,1,0.667,225.907,0.693,0.12177,196.04,3.0,0.629,hip hop,8
0.129,1.44905,0.0,0.19765,330.78812,1.023,4.0,0.33,-8.852,0,0.183,324.232,0.08,0.19765,143.239,5.0,1.0,rock,17
0.877,0.6413,0.877,0.6413,87.06567,0.0,5.0,0.347,-16.077,1,0.336,79.168,0.226,0.6413,97.302,1.0,0.0,blues,0
0.417,0.83562,0.767,0.16815,236.66893,0.0,5.0,0.58,-6.475,1,0.548,236.669,0.839,0.16815,90.009,4.0,0.074,hip hop,8
0.0,0.05825,0.0,0.05825,180.45342,0.0,0.0,0.513,-15.966,1,0.519,178.196,0.69,0.05825,106.953,1.0,0.0,folk,6
0.029,0.55092,1.0,0.17238,235.62404,0.329,0.0,0.406,-8.48,1,0.467,229.645,0.798,0.17238,159.083,4.0,0.265,pop,13
0.375,0.44973,0.703,0.44973,178.1024,5.01,6.0,0.674,-18.765,0,0.762,159.875,0.95,0.08972,84.269,3.0,0.681,electronic,4
0.017,0.56999,0.966,0.09956,229.25016,0.0,10.0,0.107,-16.113,0,0.285,210.257,0.966,0.09956,128.022,4.0,0.433,r&b/soul,15
0.012,0.97107,0.962,0.46923,270.05342,0.161,9.0,0.667,-9.364,0,0.568,258.276,1.0,0.22142,118.144,4.0,0.821,reggae,16
0.634,1.28651,0.874,0.27713,161.20118,0.148,5.0,0.54,-7.069,1,0.456,150.013,0.038,0.27713,115.879,3.0,0.869,pop,13
0.036,1.27571,0.0,0.34578,535.69261,2.026,1.0,0.629,-6.983,1,0.573,525.549,0.536,0.11154,128.319,4.0,0.809,electronic,4
0.202,0.36575,0.0,0.02946,161.59302,0.0,7.0,0.51,-19.397,1,0.498,156.154,0.506,0.02946,179.609,4.0,0.0,latin,10
0.0,0.05512,0.0,0.05512,201.9522,2.873,7.0,0.953,-9.351,1,0.772,187.96,0.132,0.05512,175.628,1.0,0.0,reggae,16
0.13,1.09305,0.595,0.57705,369.94567,0.0,1.0,0.445,-4.196,1,0.529,369.946,0.423,0.31218,119.234,4.0,0.738,rock,17
0.004,0.21593,1.0,0.21593,324.25751,0.148,11.0,0.359,-15.969,1,0.289,314.479,1.0,0.21593,89.88,4.0,0.672,jazz,9
0.642,0.85326,0.0,0.37823,190.04036,1.083,6.0,0.686,-21.761,0,0.573,183.606,0.728,0.13652,122.91,4.0,0.514,hip hop,8
0.001,1.108,1.0,0.2228,216.29342,0.107,11.0,0.409,-5.419,1,0.531,207.174,0.743,0.2228,133.607,4.0,0.239,pop,13
0.131,1.04344,1.0,0.67748,188.31628,0.0,7.0,0.558,-12.704,1,0.557,167.149,0.602,0.67748,161.045,4.0,0.667,rock,17
0.102,2.69704,0.429,2.06063,304.32608,4.737,7.0,0.231,-12.436,1,0.371,296.832,0.056,2.06063,109.051,4.0,0.489,pop,13
0.044,1.30492,0.621,0.36538,245.62893,0.74,1.0,0.563,-10.551,1,0.536,233.883,0.414,0.36538,133.318,4.0,0.528,gospel,7
0.033,0.48009,0.881,0.03317,198.66077,0.392,8.0,0.0,-8.202,1,0.0,191.036,0.498,0.03317,139.872,4.0,0.911,punk,14
0.007,0.06155,1.0,0.06155,257.59302,0.27,0.0,0.575,-9.224,1,0.707,249.347,0.609,0.06155,121.232,4.0,0.47,country,3
0.379,1.49208,0.648,0.1244,241.26649,0.078,3.0,0.367,-10.733,1,0.406,235.572,0.973,0.1244,87.485,3.0,0.286,blues,0
0.244,0.52443,1.0,0.14422,204.19873,0.131,7.0,0.494,-2.689,1,0.57,191.716,0.78,0.14422,155.843,4.0,0.0,rock,17
0.0,0.0,0.0,0.0,397.00853,0.0,1.0,0.268,-17.865,1,0.24,384.424,0.0,0.0,0.0,3.0,1.0,electronic,4
0.031,0.29639,0.906,0.29639,263.57506,4.743,1.0,0.438,-8.511,1,0.37,252.401,0.752,0.06218,128.006,4.0,0.0,rock,17
0.084,0.63287,0.084,0.63287,275.9571,0.0,8.0,0.277,-3.996,1,0.411,271.569,0.141,0.15433,84.159,1.0,0.363,metal,11
0.239,0.17353,0.996,0.17353,207.20281,0.414,10.0,0.043,-6.583,0,0.436,204.481,0.691,0.17353,100.364,4.0,1.0,hip hop,8
0.029,0.31845,0.612,0.31845,290.11546,0.083,0.0,0.666,-12.798,1,0.67,272.341,0.486,0.14012,167.772,4.0,0.958,country,3
0.231,6.83217,0.861,0.18511,287.08526,0.072,10.0,0.513,-11.574,0,0.516,287.085,0.704,0.18511,82.124,7.0,0.74,folk,6
0.452,1.924,0.439,1.4789,237.08689,5.439,2.0,0.006,-13.846,0,0.411,230.359,0.186,1.26077,136.964,4.0,0.664,experimental,5
0.071,1.15603,0.55,0.62348,328.48934,3.181,0.0,0.355,-6.841,0,0.455,292.931,0.098,0.34779,111.997,4.0,0.733,electronic,4
0.007,0.45318,1.0,0.45318,146.33751,0.38,10.0,0.694,-13.232,1,0.555,140.69,1.0,0.45318,141.553,4.0,0.797,gospel,7
0.091,0.44949,0.615,0.44949,241.65832,0.0,1.0,0.655,-9.838,0,0.62,228.264,1.0,0.24775,150.256,4.0,0.0,pop,13
0.575,0.26488,0.575,0.26488,202.91873,0.0,7.0,0.661,-12.024,1,0.604,199.872,0.426,0.26488,130.692,1.0,0.0,rock,17
0.05,0.1923,0.343,0.1923,238.96771,0.16,11.0,0.673,-5.175,0,0.566,228.757,0.891,0.1923,104.195,4.0,1.0,jazz,9
0.455,0.51138,0.455,0.51138,359.6273,2.955,6.0,0.426,-10.609,1,0.38,346.448,0.101,0.51138,141.334,1.0,0.733,punk,14
0.454,1.66875,0.734,0.79835,224.02567,0.0,3.0,0.709,-17.661,1,0.683,214.425,0.074,0.36319,85.56,3.0,1.0,other,12
0.847,0.47841,0.847,0.47841,79.80363,0.196,1.0,1.0,-22.356,1,1.0,71.303,0.216,0.28988,158.389,1.0,0.0,other,12
0.014,0.04321,1.0,0.04321,257.48853,0.165,0.0,0.146,-8.219,1,0.261,251.234,0.658,0.04321,119.697,4.0,0.554,r&b/soul,15
0.036,0.81029,0.723,0.28262,239.0722,0.257,1.0,0.044,-8.665,1,0.285,231.944,1.0,0.28262,114.083,4.0,0.709,rock,17
1.0,0.12162,1.0,0.12162,307.51302,0.316,4.0,0.882,-15.016,1,0.663,296.397,0.467,0.12162,140.945,1.0,0.0,rock,17
0.018,0.86765,0.242,0.17069,252.57751,0.0,2.0,0.494,-7.546,1,0.629,252.577,0.039,0.17069,156.107,4.0,0.365,rock,17
0.264,0.54425,0.794,0.25604,218.8273,0.194,4.0,0.355,-3.803,1,0.354,218.827,0.576,0.113,186.254,4.0,0.526,punk,14
0.018,0.16144,1.0,0.16144,223.05914,0.106,5.0,0.096,-8.961,1,0.326,206.025,1.0,0.16144,151.741,4.0,0.838,rock,17
0.269,1.00089,0.477,1.00089,333.92281,0.775,6.0,0.594,-17.677,0,0.556,327.726,0.146,0.81203,158.715,3.0,0.406,classical,1
0.297,0.91903,0.0,0.48044,269.29587,0.0,3.0,0.504,-23.109,1,0.734,258.154,0.075,0.25838,136.749,3.0,0.318,soundtrack/misc,18
0.128,0.19776,0.0,0.19776,310.54322,5.242,7.0,0.769,-11.437,1,0.627,286.116,0.0,0.19776,98.037,7.0,0.987,hip hop,8
0.223,0.60169,0.09,0.06566,210.88608,0.0,4.0,0.447,-5.419,1,0.383,205.735,0.78,0.06566,112.427,4.0,1.0,metal,11
0.038,0.92903,0.733,0.45817,303.98649,0.0,7.0,0.574,-8.311,1,0.629,297.964,0.0,0.22274,127.707,4.0,0.0,rock,17
0.015,0.83961,0.847,0.29236,263.33995,0.287,6.0,0.227,-6.974,1,0.479,258.85,0.295,0.15538,219.796,4.0,0.749,latin,10
0.119,1.2171,0.777,0.28028,532.37506,0.0,7.0,0.276,-11.049,0,0.172,524.19,1.0,0.04637,127.929,5.0,1.0,electronic,4
0.082,0.36788,0.815,0.0648,216.81587,0.334,2.0,0.606,-5.243,1,0.483,216.816,0.507,0.0648,201.269,4.0,0.0,rock,17
0.414,0.58234,0.414,0.58234,167.18322,1.019,11.0,0.204,-18.341,1,0.305,160.705,0.613,0.08321,87.758,1.0,1.0,r&b/soul,15
0.189,0.71309,0.588,0.71309,173.50485,0.0,0.0,0.529,-16.472,1,0.58,168.681,0.374,0.43679,93.707,3.0,0.976,blues,0
0.221,0.42957,0.391,0.42957,117.28934,0.0,0.0,0.665,-4.952,1,0.722,106.04,0.364,0.26079,140.247,4.0,0.608,electronic,4
0.104,3.8071,0.306,0.27314,268.61669,0.0,0.0,0.392,-6.093,0,0.409,262.624,0.61,0.09575,85.068,7.0,0.849,blues,0
0.008,0.57874,0.065,0.57874,194.71628,0.375,1.0,0.508,-6.224,0,0.571,188.383,0.689,0.05989,87.006,4.0,0.901,pop,13
0.019,1.36534,0.614,0.82777,210.05016,0.577,4.0,0.097,-6.827,1,0.47,203.691,0.0,0.55898,110.507,4.0,0.956,electronic,4
0.169,0.71697,0.528,0.28405,199.07873,0.0,7.0,0.625,-7.077,1,0.59,191.263,0.696,0.06596,139.543,4.0,0.469,reggae,16
0.156,0.64973,0.914,0.64973,233.92608,0.177,1.0,0.439,-9.225,0,0.516,223.376,0.34,0.23138,79.098,4.0,0.644,electronic,4
0.011,0.47255,1.0,0.47255,278.54322,0.0,6.0,0.844,-7.202,1,0.467,275.354,1.0,0.23408,126.039,4.0,0.718,hip hop,8
0.362,1.13083,0.503,0.22278,297.63873,0.0,10.0,0.328,-5.985,1,0.378,297.639,0.234,0.22278,65.246,4.0,0.59,metal,11
0.105,1.35839,0.227,0.42604,224.28689,0.113,0.0,0.402,-11.607,1,0.439,213.165,0.227,0.42604,125.604,4.0,1.0,punk,14
0.245,1.036,0.0,0.51915,182.22975,0.0,0.0,0.374,-6.759,1,0.448,182.23,0.0,0.25716,95.88,4.0,0.656,other,12
0.359,0.58063,0.516,0.58063,214.90893,0.217,9.0,0.604,-10.846,1,0.549,202.188,1.0,0.24071,88.897,4.0,0.871,reggae,16
0.716,0.07662,0.716,0.07662,54.15138,0.0,2.0,0.288,-18.446,1,0.36,54.151,0.564,0.07662,78.437,1.0,0.913,soundtrack/misc,18
0.527,1.0873,0.0,0.58561,220.89098,0.0,9.0,0.606,-6.302,1,0.475,213.107,0.584,0.34041,119.691,4.0,0.491,rock,17
0.081,1.99964,0.392,1.31148,263.31383,3.558,6.0,0.432,-6.715,1,0.586,263.314,0.076,0.86301,87.327,3.0,1.0,electronic,4
0.056,0.39097,0.903,0.03135,347.53261,0.16,9.0,0.415,-8.502,0,0.541,347.533,0.535,0.03135,165.81,4.0,0.565,experimental,5
0.071,1.75653,0.788,0.39346,220.73424,0.0,1.0,0.484,-13.333,1,0.533,210.977,1.0,0.06033,87.858,4.0,0.824,reggae,16
0.481,0.38659,0.481,0.38659,273.34485,0.322,0.0,0.685,-11.108,1,0.785,266.971,0.455,0.1264,84.054,1.0,1.0,latin,10
0.289,0.46606,0.092,0.46606,170.52689,4.394,5.0,0.685,-17.169,1,0.712,154.79,0.092,0.46606,188.068,3.0,1.0,soundtrack/misc,18
0.013,0.84702,0.684,0.326,112.95302,0.0,4.0,0.086,-7.087,1,0.302,105.03,0.412,0.326,118.041,4.0,0.945,country,3
0.767,0.21912,0.767,0.21912,139.78077,0.09,2.0,0.349,-4.347,1,0.434,130.775,0.408,0.21912,130.631,1.0,0.0,rock,17
0.078,1.30705,0.729,0.35492,157.09995,0.0,4.0,0.279,-8.511,1,0.36,150.721,0.765,0.35492,125.163,4.0,0.729,soundtrack/misc,18
0.091,0.321,0.671,0.321,635.92444,0.073,3.0,0.05,-8.229,1,0.408,577.776,1.0,0.09064,129.927,4.0,0.584,electronic,4
0.131,0.5716,0.303,0.5716,227.00363,0.0,5.0,0.0,-3.861,0,0.044,221.785,1.0,0.10311,86.09,3.0,0.959,rock,17
0.514,0.56286,0.514,0.56286,351.73832,0.0,9.0,0.342,-12.302,1,0.301,348.45,0.319,0.40936,124.471,1.0,0.0,rock,17
0.035,0.99253,0.0,0.03277,250.95791,0.938,4.0,0.836,-5.187,1,0.592,237.401,0.522,0.03277,124.505,4.0,0.885,folk,6
0.231,0.81204,0.667,0.39473,248.63302,2.049,5.0,0.4,-31.346,0,0.56,229.076,0.169,0.18607,134.538,3.0,0.356,soundtrack/misc,18
0.009,0.86071,0.65,0.44409,397.76608,0.0,1.0,0.522,-9.314,1,0.485,397.766,0.404,0.2363,145.464,4.0,0.0,electronic,4
0.142,0.22095,0.0,0.22095,261.58975,2.026,1.0,0.582,-3.542,0,0.384,250.311,0.125,0.05026,175.948,4.0,0.455,commedy,2
0.279,0.81947,0.769,0.29613,227.082,0.178,0.0,0.647,-10.252,1,0.829,219.208,0.109,0.29613,129.542,4.0,0.0,pop,13
0.028,0.79557,0.894,0.2937,133.82485,0.456,10.0,0.576,-8.06,0,0.37,133.825,0.532,0.2937,120.663,4.0,1.0,metal,11
0.014,0.88178,0.564,0.48079,541.51791,0.0,9.0,0.072,-8.71,1,0.301,536.967,1.0,0.28129,149.864,4.0,0.059,electronic,4
0.005,2.16512,0.887,1.70365,312.55465,2.003,11.0,0.166,-6.61,1,0.527,302.364,0.657,1.70365,130.345,4.0,0.0,punk,14
0.017,1.19201,0.811,0.7482,257.93261,0.537,9.0,0.542,-14.374,1,0.607,247.391,0.366,0.5263,135.929,4.0,0.587,soundtrack/misc,18
0.606,0.35946,0.606,0.35946,257.61914,0.0,4.0,0.368,-13.776,1,0.382,248.9,0.442,0.14051,136.842,1.0,0.0,rock,17
0.069,1.03841,0.038,0.23375,170.81424,0.0,11.0,1.0,-5.029,1,0.799,166.156,0.914,0.03455,149.01,4.0,0.641,folk,6
0.066,0.86377,0.995,0.44047,220.55138,2.043,7.0,0.056,-5.521,1,0.345,213.682,0.46,0.22668,140.032,4.0,0.924,electronic,4
0.002,1.40586,1.0,0.33213,365.24363,0.27,2.0,0.539,-9.745,0,0.498,344.648,0.758,0.33213,116.486,4.0,0.861,rock,17
0.044,0.40338,0.405,0.40338,166.26893,0.18,11.0,0.169,-11.207,0,0.415,162.458,0.3,0.06068,70.778,4.0,0.0,rock,17
0.089,0.61541,1.0,0.11369,221.72689,0.316,0.0,0.735,-8.168,1,0.682,219.133,1.0,0.11369,119.446,4.0,0.904,pop,13
0.046,0.80202,0.631,0.39463,362.34404,0.206,8.0,0.006,-7.015,1,0.229,340.283,0.243,0.1136,145.717,4.0,0.986,metal,11
0.116,1.75779,0.143,0.29702,264.69832,0.0,1.0,0.743,-16.326,1,0.791,256.255,0.566,0.04645,83.897,3.0,0.317,country,3
0.018,1.25398,0.726,0.57846,194.82077,0.0,11.0,0.521,-21.032,1,0.481,179.995,0.884,0.23827,89.871,4.0,0.42,latin,10
0.024,0.61968,1.0,0.14148,383.58159,0.0,11.0,0.042,-7.085,0,0.35,377.046,0.352,0.14148,124.969,4.0,1.0,electronic,4
0.065,0.85485,0.683,0.23737,169.82159,0.316,10.0,1.0,-8.985,1,0.529,166.847,0.0,0.23737,97.874,4.0,0.653,latin,10
0.094,1.67319,0.18,0.5127,183.43138,0.0,1.0,0.477,-9.74,1,0.354,173.894,0.555,0.07715,105.775,4.0,0.986,r&b/soul,15
0.212,1.2024,0.0,0.58334,151.09179,4.528,2.0,0.263,-7.246,1,0.404,144.817,0.067,0.12341,98.733,4.0,0.288,folk,6
0.638,0.69719,0.638,0.69719,624.66567,0.0,2.0,0.002,-12.161,1,0.074,616.165,0.253,0.39368,101.37,1.0,0.0,experimental,5
0.573,0.50984,0.573,0.50984,164.12689,0.461,0.0,0.678,-17.876,1,0.496,157.077,0.624,0.19499,96.859,1.0,0.607,jazz,9
0.273,0.18918,0.565,0.18918,343.35302,0.171,7.0,0.007,-9.822,1,0.296,317.62,0.703,0.18918,94.648,3.0,1.0,electronic,4
0.045,1.69437,0.739,1.09262,295.60118,2.392,2.0,0.184,-16.678,1,0.516,295.601,0.147,0.78728,99.959,4.0,0.375,other,12
0.451,0.62542,0.451,0.62542,151.92771,0.0,7.0,0.821,-15.508,1,0.738,138.966,0.854,0.29163,92.065,1.0,0.0,latin,10
0.0,0.23978,0.0,0.23978,178.57261,2.09,1.0,0.177,-10.111,0,0.322,173.854,0.377,0.0841,192.89,1.0,0.0,other,12
0.197,1.61781,0.278,1.04608,541.23057,0.827,9.0,0.0,-15.586,1,0.0,537.24,0.278,1.04608,109.051,4.0,0.271,metal,11
0.056,0.22757,0.527,0.22757,243.48689,0.091,4.0,0.658,-13.608,1,0.506,243.487,0.2,0.22757,92.475,3.0,0.835,classical,1
0.055,1.13436,0.527,0.55378,170.26567,0.206,0.0,0.385,-12.748,1,0.82,158.302,0.704,0.26635,104.981,4.0,0.0,electronic,4
0.18,0.71689,0.812,0.28068,288.33914,0.432,9.0,0.666,-4.433,1,0.429,276.91,0.436,0.06147,136.383,4.0,0.017,metal,11
0.004,0.36812,0.79,0.36812,169.66485,0.316,3.0,0.9,-5.782,1,0.871,166.226,0.804,0.04998,94.318,4.0,0.819,pop,13
0.286,1.85881,0.77,1.22593,75.67628,0.0,11.0,0.154,-22.752,1,0.301,75.676,0.148,1.07213,186.882,3.0,0.734,metal,11
0.838,2.1779,0.666,0.56592,192.80934,0.491,4.0,0.195,-10.697,0,0.274,189.98,0.566,0.18542,38.443,4.0,0.0,gospel,7
0.008,0.94719,0.0,0.27528,273.05751,0.0,0.0,1.0,-14.299,0,0.522,258.635,0.73,0.27528,88.796,4.0,0.693,electronic,4
0.0,0.43053,0.0,0.43053,121.65179,2.357,7.0,0.225,-9.733,1,0.357,116.46,0.328,0.09847,94.072,1.0,0.0,punk,14
0.191,0.75613,0.572,0.32474,286.45832,0.258,8.0,0.526,-7.746,1,0.415,277.136,0.412,0.11008,144.03,3.0,0.408,world,19
0.077,0.36804,0.63,0.03841,231.47057,0.0,5.0,0.357,-7.797,1,0.193,223.898,0.65,0.03841,182.962,3.0,0.0,other,12
0.003,1.72803,0.673,0.55092,251.50649,0.223,9.0,0.007,-10.347,0,0.243,240.605,0.527,0.25719,127.369,4.0,0.0,rock,17
0.049,0.7954,0.464,0.31451,253.70077,0.0,6.0,0.419,-6.097,0,0.326,250.694,0.575,0.31451,124.025,4.0,0.0,pop,13
0.166,1.0732,0.893,0.37771,279.24853,0.148,11.0,0.285,-3.699,0,0.432,263.059,0.71,0.20386,170.038,3.0,0.693,punk,14
